source_id,name,source_class,institution_level,geography,languages,homepage_url,official_status,last_manual_check,notes,access_model
federal_press,Presscenter fédéral,institution,fédéral,Belgique,fr|nl|de|en,https://news.belgium.be/fr,official_public,2026-08-27,Communiqués des autorités fédérales
chamber,Chambre des représentants,parliament,fédéral,Belgique,fr|nl,https://www.lachambre.be/,official_public,2026-08-27,Agendas et travaux parlementaires
walloon_government,Gouvernement wallon,institution,région,Wallonie,fr|de,https://www.wallonie.be/,official_public,2026-08-27,Communiqués et décisions
brussels_region,Région de Bruxelles-Capitale,institution,région,Bruxelles,fr|nl|en,https://be.brussels/,official_public,2026-08-27,Actualités régionales
flemish_government,Gouvernement flamand,institution,région|communauté,Flandre|Bruxelles,nl,https://www.vlaanderen.be/vlaamse-regering,official_public,2026-08-27,Décisions du gouvernement flamand
fwb_government,Gouvernement de la Fédération Wallonie-Bruxelles,institution,communauté,Wallonie|Bruxelles,fr,https://gouvernement.cfwb.be/,official_public,2026-08-27,Communiqués et ordres du jour
german_speaking_community,Communauté germanophone,institution,communauté,Communauté germanophone,de|fr,https://ostbelgienlive.be/,official_public,2026-08-27,Portail institutionnel à préciser après sondage
constitutional_court,Cour constitutionnelle,judiciary,fédéral,Belgique,fr|nl|de,https://fr.const-court.be/,official_public,2026-08-27,Communiqués relatifs aux arrêts
council_of_state,Conseil d'État,judiciary,fédéral,Belgique,fr|nl|de,https://www.raadvst-consetat.be/?lang=fr,official_public,2026-08-27,Actualités et décisions récentes
nbb,Banque nationale de Belgique,public_body,fédéral,Belgique,fr|nl|en,https://www.nbb.be/fr,official_public,2026-08-27,Communiqués économiques et financiers
planning_bureau,Bureau fédéral du Plan,public_body,fédéral,Belgique,fr|nl|en,https://www.plan.be/fr,official_public,2026-08-27,Analyses prévisions et calendrier
statbel,Statbel,statistics,fédéral,Belgique,fr|nl|de|en,https://statbel.fgov.be/fr,official_public,2026-08-27,Statistiques officielles belges
fps_economy,SPF Économie,public_body,fédéral,Belgique,fr|nl,https://economie.fgov.be/fr,official_public,2026-08-27,Consommation entreprises prix énergie et analyses
test_achats,Testachats,consumer_association,national,Belgique,fr|nl,https://www.test-achats.be/,civil_society,2026-08-27,Communiqués d'une association de consommateurs
fgtb,FGTB,social_partner,national,Belgique,fr|nl,https://fgtb.be/,social_partner,2026-08-27,Communiqués et positions syndicales
csc,CSC,social_partner,national,Belgique,fr|nl|de,https://www.lacsc.be/,social_partner,2026-08-27,Actualités et communiqués syndicaux
unia,Unia,independent_public_body,national,Belgique,fr|nl|de,https://www.unia.be/fr,official_public,2026-08-27,Discrimination égalité et inclusion
prime_minister,Premier ministre,institution,fédéral,Belgique,fr|nl,https://premier.be/fr,official_public,2026-08-27,Actualités et prises de position du Premier ministre
fps_chancellery,SPF Chancellerie du Premier Ministre,public_body,fédéral,Belgique,fr|nl,https://chancellerie.belgium.be/fr,official_public,2026-08-27,Coordination gouvernementale et communication fédérale
fps_bosa,SPF Stratégie et Appui,public_body,fédéral,Belgique,fr|nl,https://bosa.belgium.be/fr,official_public,2026-08-27,Fonction publique budget numérique et marchés publics
fps_foreign_affairs,SPF Affaires étrangères,public_body,fédéral,Belgique|international,fr|nl|de|en,https://diplomatie.belgium.be/fr,official_public,2026-08-27,Diplomatie affaires européennes et coopération
fps_interior,SPF Intérieur,public_body,fédéral,Belgique,fr|nl|de,https://ibz.be/fr,official_public,2026-08-27,Sécurité civile élections migration et gestion de crise
fps_finance,SPF Finances,public_body,fédéral,Belgique,fr|nl|de,https://finances.belgium.be/fr,official_public,2026-08-27,Fiscalité douanes trésorerie et patrimoine
fps_mobility,SPF Mobilité et Transports,public_body,fédéral,Belgique,fr|nl,https://mobilit.belgium.be/fr,official_public,2026-08-27,Mobilité sécurité routière aviation rail et navigation
fps_employment,SPF Emploi Travail et Concertation sociale,public_body,fédéral,Belgique,fr|nl,https://emploi.belgique.be/fr,official_public,2026-08-27,Travail bien-être concertation et réglementation sociale
fps_social_security,SPF Sécurité sociale,public_body,fédéral,Belgique,fr|nl|de,https://socialsecurity.belgium.be/fr,official_public,2026-08-27,Politiques et données de sécurité sociale
fps_health,SPF Santé publique Sécurité de la Chaîne alimentaire et Environnement,public_body,fédéral,Belgique,fr|nl|de|en,https://www.health.belgium.be/fr,official_public,2026-08-27,Santé publique environnement et sécurité alimentaire
fps_justice,SPF Justice,public_body,fédéral,Belgique,fr|nl,https://justice.belgium.be/fr,official_public,2026-08-27,Politique judiciaire législation prisons et droits
defence,Défense belge,institution,fédéral,Belgique|international,fr|nl,https://www.mil.be/fr/,official_public,2026-08-27,Défense opérations et sécurité internationale
spp_social_integration,SPP Intégration sociale,public_body,fédéral,Belgique,fr|nl|de,https://www.mi-is.be/fr,official_public,2026-08-27,Pauvreté CPAS intégration et économie sociale
belspo,Politique scientifique fédérale BELSPO,public_body,fédéral,Belgique,fr|nl|en,https://www.belspo.be/belspo/index_fr.stm,official_public,2026-08-27,Recherche collections et programmes scientifiques fédéraux
senate,Sénat de Belgique,parliament,fédéral,Belgique,fr|nl|de,https://www.senate.be/,official_public,2026-08-27,Travaux institutionnels rapports et actualités
walloon_parliament,Parlement de Wallonie,parliament,région,Wallonie,fr|de,https://www.parlement-wallonie.be/,official_public,2026-08-27,Agenda travaux questions et documents parlementaires
brussels_parliament,Parlement de la Région de Bruxelles-Capitale,parliament,région,Bruxelles,fr|nl,https://www.parlement.brussels/,official_public,2026-08-27,Agenda et travaux parlementaires bruxellois
flemish_parliament,Parlement flamand,parliament,région|communauté,Flandre|Bruxelles,nl,https://www.vlaamsparlement.be/nl,official_public,2026-08-27,Agenda débats et documents parlementaires flamands
fwb_parliament,Parlement de la Fédération Wallonie-Bruxelles,parliament,communauté,Wallonie|Bruxelles,fr,https://www.pfwb.be/,official_public,2026-08-27,Agenda et travaux parlementaires communautaires
german_parliament,Parlement de la Communauté germanophone,parliament,communauté,Communauté germanophone,de,https://www.pdg.be/,official_public,2026-08-27,Agenda débats et documents parlementaires germanophones
court_of_cassation,Cour de cassation,judiciary,fédéral,Belgique,fr|nl,https://courdecassation.be/,official_public,2026-08-27,Actualités arrêts marquants et publications
high_council_justice,Conseil supérieur de la Justice,independent_public_body,fédéral,Belgique,fr|nl,https://csj.be/fr,official_public,2026-08-27,Contrôle du fonctionnement de la justice avis et nominations
court_of_audit,Cour des comptes,independent_public_body,interfédéral,Belgique,fr|nl|de|en,https://www.ccrek.be/fr,official_public,2026-08-27,Audit des finances publiques et rapports aux parlements
federal_ombudsman,Médiateur fédéral,independent_public_body,fédéral,Belgique,fr|nl,https://www.mediateurfederal.be/fr,official_public,2026-08-27,Plaintes contre les administrations enquêtes et recommandations
data_protection_authority,Autorité de protection des données,regulator,fédéral,Belgique,fr|nl,https://www.autoriteprotectiondonnees.be/citoyen,official_public,2026-08-27,Décisions avis contrôles et protection de la vie privée
myria,Myria,independent_public_body,fédéral,Belgique,fr|nl|en,https://www.myria.be/fr,official_public,2026-08-27,Migration traite droits fondamentaux et analyses chiffrées
creg,Commission de Régulation de l'Électricité et du Gaz,regulator,fédéral,Belgique,fr|nl,https://www.creg.be/fr,official_public,2026-08-27,Marchés tarifs et protection des consommateurs d'énergie
fsma,Autorité des services et marchés financiers,regulator,fédéral,Belgique,fr|nl|en,https://www.fsma.be/fr,official_public,2026-08-27,Marchés financiers mises en garde et consommateurs
bipt,Institut belge des services postaux et des télécommunications,regulator,fédéral,Belgique,fr|nl|de|en,https://www.bipt.be/consommateurs,official_public,2026-08-27,Télécoms postes tarifs qualité et consommateurs
competition_authority,Autorité belge de la Concurrence,regulator,fédéral,Belgique,fr|nl|en,https://www.abc-bma.be/fr,official_public,2026-08-27,Concentrations décisions et pratiques de marché
onem,Office national de l'emploi,public_body,fédéral,Belgique,fr|nl|de,https://www.onem.be/,official_public,2026-08-27,Chômage interruption de carrière et statistiques
onss,Office national de sécurité sociale,public_body,fédéral,Belgique,fr|nl|de,https://www.onss.be/,official_public,2026-08-27,Emploi salarié cotisations et statistiques du travail
inasti,Institut national d'assurances sociales pour travailleurs indépendants,public_body,fédéral,Belgique,fr|nl|de,https://www.inasti.be/fr,official_public,2026-08-27,Statut social et données des travailleurs indépendants
inami,Institut national d'assurance maladie-invalidité,public_body,fédéral,Belgique,fr|nl|de,https://www.inami.fgov.be/fr,official_public,2026-08-27,Assurance soins de santé invalidité et remboursement
federal_pensions,Service fédéral des Pensions,public_body,fédéral,Belgique,fr|nl|de,https://www.sfpd.fgov.be/fr,official_public,2026-08-27,Pensions réformes paiements et information aux citoyens
sciensano,Sciensano,scientific_institute,fédéral,Belgique,fr|nl|en,https://www.sciensano.be/fr,official_public,2026-08-27,Surveillance et expertise scientifique de santé publique
kce,Centre fédéral d'expertise des soins de santé,scientific_institute,fédéral,Belgique,fr|nl|en,https://www.kce.fgov.be/fr,official_public,2026-08-27,Études indépendantes sur les soins et politiques de santé
afmps,Agence fédérale des médicaments et des produits de santé,public_body,fédéral,Belgique,fr|nl|de|en,https://www.afmps.be/fr,official_public,2026-08-27,Médicaments dispositifs vigilance et disponibilité
afsca,Agence fédérale pour la sécurité de la chaîne alimentaire,public_body,fédéral,Belgique,fr|nl|de|en,https://favv-afsca.be/fr,official_public,2026-08-27,Sécurité alimentaire rappels contrôles et alertes
spw,Service public de Wallonie,public_body,région,Wallonie,fr|de,https://spw.wallonie.be/,official_public,2026-08-27,Administration régionale et politiques publiques wallonnes
iweps,Institut wallon de l'évaluation de la prospective et de la statistique,statistics,région,Wallonie,fr,https://www.iweps.be/,official_public,2026-08-27,Statistiques études évaluations et prospective
forem,Le Forem,public_body,région,Wallonie,fr|de,https://www.leforem.be/,official_public,2026-08-27,Emploi formation et marché du travail wallon
aviq,Agence pour une Vie de Qualité,public_body,région,Wallonie,fr|de,https://www.aviq.be/,official_public,2026-08-27,Santé handicap familles et action sociale
cwape,Commission wallonne pour l'Énergie,regulator,région,Wallonie,fr|de,https://www.cwape.be/,official_public,2026-08-27,Régulation de l'énergie tarifs et consommateurs
cese_wallonia,Conseil économique social et environnemental de Wallonie,consultative_body,région,Wallonie,fr,https://www.cesewallonie.be/,official_public,2026-08-27,Avis concertation sociale et diagnostics régionaux
wallonie_entreprendre,Wallonie Entreprendre,public_body,région,Wallonie,fr,https://www.wallonie-entreprendre.be/,official_public,2026-08-27,Financement et accompagnement de l'économie wallonne
swl,Société wallonne du Logement,public_body,région,Wallonie,fr,https://www.swl.be/,official_public,2026-08-27,Logement public et politiques de l'habitat
awac,Agence wallonne de l'Air et du Climat,public_body,région,Wallonie,fr,https://www.awac.be/,official_public,2026-08-27,Air climat émissions et politiques climatiques
tec,TEC,public_company,région,Wallonie,fr|de,https://www.letec.be/,official_public,2026-08-27,Transport public et mobilité en Wallonie
brussels_public_service,Service public régional de Bruxelles,public_body,région,Bruxelles,fr|nl,https://servicepublic.brussels/,official_public,2026-08-27,Administration régionale bruxelloise avec accès à surveiller avant migration annoncée
ibsa,Institut Bruxellois de Statistique et d'Analyse,statistics,région,Bruxelles,fr|nl|en,https://ibsa.brussels/,official_public,2026-08-27,Statistiques analyses et évaluations bruxelloises
actiris,Actiris,public_body,région,Bruxelles,fr|nl,https://www.actiris.brussels/,official_public,2026-08-27,Emploi formation et marché du travail bruxellois
brussels_environment,Bruxelles Environnement,public_body,région,Bruxelles,fr|nl,https://environnement.brussels/,official_public,2026-08-27,Environnement énergie climat déchets et qualité de vie
vivalis,Vivalis,public_body,région|communauté,Bruxelles,fr|nl,https://www.vivalis.brussels/,official_public,2026-08-27,Santé et aide aux personnes à Bruxelles
brugel,BRUGEL,regulator,région,Bruxelles,fr|nl,https://brugel.brussels/,official_public,2026-08-27,Régulation bruxelloise de l'énergie et de l'eau
brupartners,Brupartners,consultative_body,région,Bruxelles,fr|nl,https://www.brupartners.brussels/,official_public,2026-08-27,Concertation socio-économique bruxelloise
hub_brussels,hub.brussels,public_body,région,Bruxelles,fr|nl|en,https://hub.brussels/,official_public,2026-08-27,Économie entrepreneuriat commerce et internationalisation
slrb,Société du Logement de la Région de Bruxelles-Capitale,public_body,région,Bruxelles,fr|nl,https://slrb-bghm.brussels/,official_public,2026-08-27,Logement social bruxellois
stib,STIB,public_company,région,Bruxelles,fr|nl|en,https://www.stib-mivb.be/,official_public,2026-08-27,Transport public et mobilité à Bruxelles
flemish_administration,Administration flamande,public_body,région|communauté,Flandre|Bruxelles,nl,https://www.vlaanderen.be/organisaties/administratieve-diensten-van-de-vlaamse-overheid,official_public,2026-08-27,Actualités transversales de l'administration flamande
statistics_flanders,Statistiek Vlaanderen,statistics,région|communauté,Flandre|Bruxelles,nl,https://www.vlaanderen.be/statistiek-vlaanderen,official_public,2026-08-27,Statistiques publiques flamandes et calendrier de publications
vdab,VDAB,public_body,région,Flandre,nl,https://www.vdab.be/,official_public,2026-08-27,Emploi formation et marché du travail flamand
department_zorg,Departement Zorg,public_body,région|communauté,Flandre|Bruxelles,nl,https://www.vlaanderen.be/departement-zorg,official_public,2026-08-27,Santé soins bien-être et prévention
vmm,Vlaamse Milieumaatschappij,public_body,région,Flandre,nl,https://www.vmm.be/,official_public,2026-08-27,Eau air climat et environnement en Flandre
flemish_utilities_regulator,Vlaamse Nutsregulator,regulator,région,Flandre,nl,https://www.vlaamsenutsregulator.be/,official_public,2026-08-27,Régulation flamande de l'électricité du gaz de la chaleur et de l'eau
serv,Sociaal-Economische Raad van Vlaanderen,consultative_body,région,Flandre,nl,https://www.serv.be/,official_public,2026-08-27,Concertation socio-économique et avis flamands
vlaio,Agentschap Innoveren en Ondernemen,public_body,région,Flandre,nl,https://www.vlaio.be/,official_public,2026-08-27,Entrepreneuriat innovation et économie flamande
wonen_vlaanderen,Wonen in Vlaanderen,public_body,région,Flandre,nl,https://www.vlaanderen.be/wonen-in-vlaanderen,official_public,2026-08-27,Logement qualité habitat et logement social
de_lijn,De Lijn,public_company,région,Flandre|Bruxelles,nl,https://www.delijn.be/,official_public,2026-08-27,Transport public et mobilité en Flandre
fwb_administration,Administration de la Fédération Wallonie-Bruxelles,public_body,communauté,Wallonie|Bruxelles,fr,https://www.cfwb.be/,official_public,2026-08-27,Actualités transversales de l'administration communautaire
one,Office de la Naissance et de l'Enfance,public_body,communauté,Wallonie|Bruxelles,fr,https://www.one.be/,official_public,2026-08-27,Enfance parentalité santé préventive et accueil
ares,Académie de recherche et d'enseignement supérieur,public_body,communauté,Wallonie|Bruxelles,fr,https://www.ares-ac.be/,official_public,2026-08-27,Enseignement supérieur recherche et données sectorielles
